study_id,composition,dopant_family,Cu_stoichiometry,zT_350C,zT_max,zT_max_temp_C,zT_max_temp_K,seebeck_350C_uVK,seebeck_at_zTmax_uVK,conductivity_350C_1e4Sm,conductivity_at_zTmax_1e4Sm,thermal_conductivity_350C_WmK,thermal_conductivity_at_zTmax_WmK,carrier_concentration_cm3,synthesis,compaction,sintering_type,sintering_temp_K,sintering_temp_C,relative_density_pct,density_g_cm3,theoretical_density_g_cm3,density_reference,remarks,citation
Chetty 2015 mn,Cu11.1Mn0.9,Mn,11.1,0.46,0.55,450.0,723.0,167.0,175.0,2.95,2.68,1.1,1.12,,quartz ampoule. 973K 3h,Annealing: 773K 30h + HP 30MPa at 823K 2h,HP,823.0,,95.0,,,,,Chetty. R.. Prem Kumar. D. S.. Rogl. G.. Rogl. P.. Bauer. E.. Michor. H.. Suwas. S.. Puchegger. S.. Giester. G.. & Mallik. R. C. (2015). Thermoelectric properties of a Mn substituted synthetic tetrahedrite. Physical Chemistry Chemical Physics. 17(3). 1716–1727. https://doi.org/10.1039/c4cp04039b
Chetty 2015 mn,Cu11.6Mn0.4,Mn,11.6,0.56,0.65,402.0,675.0,135.0,150.0,6.17,5.12,1.22,1.31,,quartz ampoule. 973K 3h,Annealing: 773K 30h + HP 30MPa at 823K 2h,HP,823.0,,95.0,,,,,Chetty. R.. Prem Kumar. D. S.. Rogl. G.. Rogl. P.. Bauer. E.. Michor. H.. Suwas. S.. Puchegger. S.. Giester. G.. & Mallik. R. C. (2015). Thermoelectric properties of a Mn substituted synthetic tetrahedrite. Physical Chemistry Chemical Physics. 17(3). 1716–1727. https://doi.org/10.1039/c4cp04039b
Pi 2020,Cu11MnSb4S13,Mn,11.0,0.33,0.46,450.0,723.0,264.0,263.0,0.42,0.5148,0.53,0.54,,MA 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,97.0,,,,,"Pi, J. H., Lee, G. E., & Kim, I. H. (2020). Thermal Stability, Mechanical Properties and Thermoelectric Performance of Cu11TrSb4S13 (Tr = Mn, Fe, Co, Ni, Cu, and Zn). Journal of Electronic Materials, 49(5), 2710–2718. https://doi.org/10.1007/s11664-019-07570-3"
Kumar 2019,Cu11.65 Cr0.35,Cr,11.65,0.85,1.0,427.0,700.0,185.0,200.0,2.78,2.7,0.71,0.72,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,97.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa31"
Kumar 2019,Cu11.25 Cr0.75,Cr,11.25,0.73,0.89,427.0,,167.0,180.0,3.23,3.23,0.82,0.82,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,95.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa32"
Kumar 2019,Cu 11.5 Cr 0.5,Cr,11.5,0.7,0.79,427.0,,155.0,165.0,5.0,5.0,1.05,1.15,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,93.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa33"
Kumar 2019,Cu11.85 Cr0.15,Cr,11.85,0.61,0.72,427.0,,138.0,150.0,6.67,6.25,1.24,1.26,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,93.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa34"
Kumar 2019,Cu11.75 Cr0.25,Cr,11.75,0.64,0.71,427.0,,130.0,142.0,8.33,8.33,1.22,1.35,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,89.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa35"
Kumar 2019,Cu11 Cr,Cr,11.0,0.43,0.5,427.0,,167.0,180.0,3.23,3.23,0.82,0.82,,quartz tube.  973 K (3h). 773 K (6h),CP + quartz tube annealing  at 773 K (96h)+ HP 40MPa 723 K (2h),HP,723.0,,94.0,,,,,"Prem Kumar, D. S., Tippireddy, S., Ramakrishnan, A., Chen, K. H., Malar, P., & Mallik, R. C. (2019). Thermoelectric and electronic properties of chromium substituted tetrahedrite. Semiconductor Science and Technology, 34(3). https://doi.org/10.1088/1361-6641/aafa36"
Zhu 2021,Cu11.7 Gd0.3,Gd,11.7,0.6,0.94,476.0,749.0,118.0,160.0,9.0,6.45,1.46,1.28,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,96.0,,,,,"Zhu, C., Chen, Q., Ming, H., Qin, X., Yang, Y., Zhang, J., Peng, D., Chen, T., Li, D., & Kawazoe, Y. (2021). Improved Thermoelectric Performance of Cu12Sb4S13 through Gd-Substitution Induced Enhancement of Electronic Density of States and Phonon Scattering. ACS Applied Materials and Interfaces , 13(21), 25092–25101. https://doi.org/10.1021/acsami.1c03493"
Zhu 2021,Cu11.6 Gd0.4,Gd,11.6,0.55,0.89,476.0,749.0,118.0,160.0,8.7,5.8,1.4,1.22,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,96.0,,,,,"Zhu, C., Chen, Q., Ming, H., Qin, X., Yang, Y., Zhang, J., Peng, D., Chen, T., Li, D., & Kawazoe, Y. (2021). Improved Thermoelectric Performance of Cu12Sb4S13 through Gd-Substitution Induced Enhancement of Electronic Density of States and Phonon Scattering. ACS Applied Materials and Interfaces , 13(21), 25092–25101. https://doi.org/10.1021/acsami.1c03494"
Zhu 2021,Cu11.5 Gd0.5,Gd,11.5,0.53,0.86,476.0,749.0,120.0,165.0,8.3,5.3,1.45,1.24,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,96.0,,,,,"Zhu, C., Chen, Q., Ming, H., Qin, X., Yang, Y., Zhang, J., Peng, D., Chen, T., Li, D., & Kawazoe, Y. (2021). Improved Thermoelectric Performance of Cu12Sb4S13 through Gd-Substitution Induced Enhancement of Electronic Density of States and Phonon Scattering. ACS Applied Materials and Interfaces , 13(21), 25092–25101. https://doi.org/10.1021/acsami.1c03495"
Zhu 2021,Cu11.9 Gd0.1,Gd,11.9,0.48,0.71,476.0,749.0,115.0,150.0,8.8,5.8,1.51,1.33,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,97.0,,,,,"Zhu, C., Chen, Q., Ming, H., Qin, X., Yang, Y., Zhang, J., Peng, D., Chen, T., Li, D., & Kawazoe, Y. (2021). Improved Thermoelectric Performance of Cu12Sb4S13 through Gd-Substitution Induced Enhancement of Electronic Density of States and Phonon Scattering. ACS Applied Materials and Interfaces , 13(21), 25092–25101. https://doi.org/10.1021/acsami.1c03496"
Zhu 2021,Cu11.9 Gd0.2,Gd,11.8,0.52,0.75,476.0,749.0,115.0,150.0,8.7,5.8,1.45,1.28,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,97.0,,,,,"Zhu, C., Chen, Q., Ming, H., Qin, X., Yang, Y., Zhang, J., Peng, D., Chen, T., Li, D., & Kawazoe, Y. (2021). Improved Thermoelectric Performance of Cu12Sb4S13 through Gd-Substitution Induced Enhancement of Electronic Density of States and Phonon Scattering. ACS Applied Materials and Interfaces , 13(21), 25092–25101. https://doi.org/10.1021/acsami.1c03496"
Rout 2024,Cu11.95 Gd0.05 Sb4 S12.6 Se0.4,Gd+Se,11.95,0.64,0.83,456.0,729.0,128.0,146.0,8.1,7.5,1.3,1.24,,Solid State,HP 773K 2h 80MPa,HP,773.0,,98.0,4.92,4.86,,,Rout. U.. & Mallik. R. C. (2024). Thermoelectric properties of Gd and Se double substituted tetrahedrite. Dalton Transactions. 53(8). 3511–3522. https://doi.org/10.1039/D3DT03795A
Kosaka 2017,Cu 11.5Sn0.5,Sn,11.5,0.6,0.66,382.0,,193.0,200.0,1.5,1.5,0.61,0.6,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,96.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.6Sn0.4,Sn,11.6,0.62,0.67,382.0,,171.0,175.0,2.43,2.38,0.73,0.73,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,95.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.7Sn0.3,Sn,11.7,0.6,0.63,382.0,,150.0,157.11,4.1,3.85,1.0,1.04,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,98.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.9Sn0.1,Sn,11.9,0.53,0.59,382.0,,130.0,135.0,6.66,6.25,1.28,1.29,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,93.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.4Sn0.6,Sn,11.4,0.53,0.59,382.0,,240.0,244.0,0.74,0.75,0.52,0.52,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,98.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Yang 2024,Cu11.8Ga0.2Sb3.7Te0.3S13 x=0.1,Ga+Te,11.8,0.8,0.95,500.0,770.0,175.0,250.0,4.2,2.5,0.96,0.98,,973K 24h + 673K 3 days + ball milled,SPS 600K 50MPa,SPS,600.0,,98.0,,,,,"Yang, C., Qu, L., Wang, P., Li, S., Wang, J., Zhu, B., Cheng, S., Jiang, S., Xing, B., & Cui, J. (2024). Improved Thermoelectric Performance in Ga- and Te-Co-introduced Tetrahedrite Cu12Sb4S13. Advanced Engineering Materials, 26(14). https://doi.org/10.1002/adem.202400442"
Yang 2024,Cu11.9Ga0.1Sb3.85Te0.15S14 x=0.05,Ga+Te,11.9,0.52,0.64,500.0,,149.0,206.0,5.1,3.32,1.38,1.4,,973K 24h + 673K 3 days + ball milled,SPS 600K 50MPa,SPS,600.0,,98.0,,,,,"Yang, C., Qu, L., Wang, P., Li, S., Wang, J., Zhu, B., Cheng, S., Jiang, S., Xing, B., & Cui, J. (2024). Improved Thermoelectric Performance in Ga- and Te-Co-introduced Tetrahedrite Cu12Sb4S13. Advanced Engineering Materials, 26(14). https://doi.org/10.1002/adem.202400443"
Yang 2024,Cu11.7Ga0.3Sb3.55Te0.45S15 x=0.15,Ga+Te,11.7,0.67,0.81,500.0,,190.0,249.0,2.8,7.75,0.85,0.86,,973K 24h + 673K 3 days + ball milled,SPS 600K 50MPa,SPS,600.0,,98.0,,,,,"Yang, C., Qu, L., Wang, P., Li, S., Wang, J., Zhu, B., Cheng, S., Jiang, S., Xing, B., & Cui, J. (2024). Improved Thermoelectric Performance in Ga- and Te-Co-introduced Tetrahedrite Cu12Sb4S13. Advanced Engineering Materials, 26(14). https://doi.org/10.1002/adem.202400444"
Huang 2018,Cu11.75 Pb0.25,Pb,11.75,0.52,0.72,450.0,723.0,132.24,154.18,5.65,4.5,1.2,1.2,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,98.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.335"
Huang 2018,Cu11.5 Pb0.5,Pb,11.5,0.56,0.67,450.0,723.0,146.29,166.09,4.4,3.0,1.09,1.05,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,99.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.336"
Huang 2018,Cu11.25 Pb0.75,Pb,11.25,0.44,0.6,450.0,723.0,160.0,185.14,2.55,2.1,1.0,0.98,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,96.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.337"
Huang 2018,Cu11 Pb,Pb,11.0,0.57,0.8,450.0,723.0,181.69,200.41,1.9,1.5,0.68,0.63,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,99.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.338"
Huang 2018,Cu10.75 Pb1.25,Pb,10.75,0.5,0.74,450.0,723.0,194.22,224.37,1.45,1.0,0.68,0.62,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,99.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.339"
Huang 2018,Cu10.5 Pb1.5,Pb,10.5,0.42,0.52,450.0,723.0,237.25,285.37,0.75,0.4,0.69,0.61,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,99.0,,,,,"Huang, L. L., Wang, Y. S., Zhu, C., Xu, R., Li, J. M., Zhang, J. H., Li, D., Wang, Z. M., Wang, L., Song, C. J., Xin, H. X., Zhang, J., & Qin, X. Y. (2018). Preparation and enhanced thermoelectric performance of Pb-doped tetrahedrite Cu12-xPbxSb4S13. Journal of Alloys and Compounds, 769, 478–483. https://doi.org/10.1016/j.jallcom.2018.07.335"
Kosaka 2017,Cu 11.5Ge0.5,Ge,11.5,0.54,0.65,382.0,,182.0,191.0,1.47,1.38,0.55,0.54,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,90.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.6Ge0.4,Ge,11.6,0.58,0.65,382.0,,148.0,152.0,4.2,4.16,1.02,1.05,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,93.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.7Ge0.3,Ge,11.7,0.58,0.65,382.0,,158.0,163.0,2.8,2.7,0.75,0.77,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,97.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.4Ge0.6,Ge,11.4,0.5,0.57,382.0,,215.0,226.0,0.82,0.83,0.49,0.49,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,94.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kosaka 2017,Cu 11.9Ge0.1,Ge,11.9,0.5,0.57,382.0,,125.0,132.0,6.5,6.25,1.28,1.27,,quartz tube.  523 K (2h) + 1003K (10h),CP 200MPa + annealing 773K 100h + HP773K 15min 50MPa,HP,773.0,,96.0,,,,,"Kosaka, Y., Suekuni, K., Hashikuni, K., Bouyrie, Y., Ohta, M., & Takabatake, T. (2017). Effects of Ge and Sn substitution on the metal-semiconductor transition and thermoelectric properties of Cu12Sb4S13 tetrahedrite. Physical Chemistry Chemical Physics, 19(13), 8874–8879. https://doi.org/10.1039/c7cp00351j"
Kumar 2016,Cu11.25Cd0.75Sb4S13,Cd,11.25,0.9,0.9,350.0,,155.0,155.0,4.54,4.54,0.72,0.72,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,85.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.003"
Kumar 2016,Cu11.5Cd0.5Sb4S13,Cd,11.5,0.84,0.84,350.0,,150.0,150.0,5.26,5.26,0.9,0.9,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,92.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.004"
Kumar 2016,Cu11CdSb4S13,Cd,11.0,0.72,0.72,350.0,,185.0,185.0,2.86,2.86,0.85,0.85,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,93.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.005"
Kumar 2016,Cu11.75Cd0.25Sb4S13,Cd,11.75,0.6,0.6,350.0,,132.0,132.0,8.33,8.33,1.4,1.4,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,92.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.006"
Kumar 2016,Cu10.75Cd1.25Sb4S13,Cd,10.75,0.57,0.57,350.0,,215.0,215.0,1.61,1.61,0.82,0.82,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,87.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.007"
Kumar 2016,Cu10.5Cd1.5Sb4S13,Cd,10.5,0.52,0.52,350.0,,255.0,255.0,0.869,0.869,0.65,0.65,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,80.0,,,,,"Prem Kumar, D. S., Chetty, R., Rogl, P., Rogl, G., Bauer, E., Malar, P., & Mallik, R. C. (2016). Thermoelectric properties of Cd doped tetrahedrite: Cu12−xCdxSb4S13. Intermetallics, 78, 21–29. https://doi.org/10.1016/j.intermet.2016.08.008"
Lopez 2021,Cu10.5Cd1.5,Cd,10.5,0.02,0.02,350.0,,134.0,134.0,0.08,0.08,0.51,0.51,,MA YPSZ jar 350rpm 6h,HP 350C (1h) 5ton/cm^2,HP,623.0,,85.19269776876268,4.2,4.93,,,"López Cota, F. A., Díaz-Guillén, J. A., Juan Dura, O., López de la Torre, M. A., Rodríguez-Hernández, J., & Fernández Fuentes, A. (2021). Mechanosynthesis and thermoelectric properties of fe, zn, and cd-doped p-type tetrahedrite: Cu12-x mx sb4 s13. Materials, 14(13). https://doi.org/10.3390/ma14133448"
Lopez 2022,Cu10Cd2,Cd,10.0,0.02,0.02,350.0,,129.0,129.0,0.05,0.05,0.29,0.29,,MA YPSZ jar 350rpm 6h,HP 350C (1h) 5ton/cm^3,HP,623.0,,89.24949290060853,4.4,4.93,,,"López Cota, F. A., Díaz-Guillén, J. A., Juan Dura, O., López de la Torre, M. A., Rodríguez-Hernández, J., & Fernández Fuentes, A. (2021). Mechanosynthesis and thermoelectric properties of fe, zn, and cd-doped p-type tetrahedrite: Cu12-x mx sb4 s13. Materials, 14(13). https://doi.org/10.3390/ma14133449"
Tippireddy 2020,Cu11.9Al0.1Sb4S13,Al,11.9,0.54,0.6,400.0,,121.48,127.61,6.8,6.45,1.19,1.21,,quartz ampoule. 923K 3h  + 823K 30h,CP + annealing : 723K (48h) + HP 723K 5min 60MPa,HP,723.0,,96.0,,,,,"Tippireddy, S., Ghosh, S., Biswas, R., Dasgupta, T., Rogl, G., Rogl, P., Bauer, E., & Mallik, R. C. (2020). Thermoelectric properties of Al substituted tetrahedrite. Journal of Applied Physics, 127(3). https://doi.org/10.1063/1.5128409"
Tippireddy 2020,Cu11.75Al0.25Sb4S13,Al,11.75,0.53,0.59,400.0,,122.31,129.14,6.6,6.25,1.18,1.2,,quartz ampoule. 923K 3h  + 823K 30h,CP + annealing : 723K (48h) + HP 723K 5min 60MPa,HP,723.0,,96.0,,,,,"Tippireddy, S., Ghosh, S., Biswas, R., Dasgupta, T., Rogl, G., Rogl, P., Bauer, E., & Mallik, R. C. (2020). Thermoelectric properties of Al substituted tetrahedrite. Journal of Applied Physics, 127(3). https://doi.org/10.1063/1.5128410"
Tippireddy 2020,Cu11.5Al0.5Sb4S13,Al,11.5,0.47,0.53,400.0,,126.42,133.49,5.3,5.0,1.12,1.14,,quartz ampoule. 923K 3h  + 823K 30h,CP + annealing : 723K (48h) + HP 723K 5min 60MPa,HP,723.0,,95.0,,,,,"Tippireddy, S., Ghosh, S., Biswas, R., Dasgupta, T., Rogl, G., Rogl, P., Bauer, E., & Mallik, R. C. (2020). Thermoelectric properties of Al substituted tetrahedrite. Journal of Applied Physics, 127(3). https://doi.org/10.1063/1.5128411"
Tippireddy 2020,Cu11.25Al0.75Sb4S13,Al,11.25,0.42,0.57,400.0,,130.19,137.49,4.48,4.13,1.1,1.1,,quartz ampoule. 923K 3h  + 823K 30h,CP + annealing : 723K (48h) + HP 723K 5min 60MPa,HP,723.0,,94.0,,,,,"Tippireddy, S., Ghosh, S., Biswas, R., Dasgupta, T., Rogl, G., Rogl, P., Bauer, E., & Mallik, R. C. (2020). Thermoelectric properties of Al substituted tetrahedrite. Journal of Applied Physics, 127(3). https://doi.org/10.1063/1.5128412"
Levinsky 2019,Cu11.5 Mg 0.5,Mg,11.5,0.46,0.54,400.0,,135.0,145.0,4.45,4.25,1.01,0.99,,silica tubes. 943K,CP + annealing : 723K (5 days) + SPS 80MPa 4min 723K,SPS,723.0,,95.0,,,,,"Levinsky, P., Candolfi, C., Dauscher, A., Lenoir, B., & Hejtmánek, J. (2019). Thermoelectric Properties of Magnesium-Doped Tetrahedrite Cu 12−x Mg x Sb 4 S 13. Journal of Electronic Materials, 48(4), 1926–1931. https://doi.org/10.1007/s11664-019-07032-w"
